scaffold_name	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	stitle	staxids	sscinames	sphylums	skingdoms	sskingdoms
scaffold_3218_c1	scaffold_3218_c1_3	MBU2763329_1	81.4	290	54	0	2	291	3	292	1.62e-174	495	302	319	MBU2763329_1 GTP-binding protein [Acidithiobacillus caldus] >MBU2771173.1 GTP-binding protein [Acidithiobacillus caldus] >MBU2788400.1 GTP-binding protein [Acidithiobacillus sp. VAN18-1] >MBU2796363.1 GTP-binding protein [Acidithiobacillus sp. VAN18-2]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_3218_c1	scaffold_3218_c1_5	WP_163058052_1	69.6	168	51	0	89	256	9	176	8.31e-79	246	260	177	WP_163058052_1 hypothetical protein [Acidithiobacillus ferrooxidans]	920	Acidithiobacillus ferrooxidans	Proteobacteria	0	Bacteria
scaffold_3218_c1	scaffold_3218_c1_6	WP_225487518_1	64.1	365	82	4	11	330	1	361	5.42e-156	451	332	362	WP_225487518_1 phosphoadenosine phosphosulfate reductase family protein [Acidithiobacillus ferrooxidans] >UBU63619.1 phosphoadenosine phosphosulfate reductase family protein [Acidithiobacillus ferrooxidans]	920	Acidithiobacillus ferrooxidans	Proteobacteria	0	Bacteria
scaffold_3218_c1	scaffold_3218_c1_7	WP_144310121_1	50.8	61	30	0	127	187	8	68	7.77e-09	61.6	198	76	WP_144310121_1 hypothetical protein [Denitromonas halophilus] >TVO53832.1 hypothetical protein FHP91_13625 [Denitromonas halophilus]	1629404	Denitromonas halophilus	Proteobacteria	0	Bacteria
scaffold_3343_c1	scaffold_3343_c1_3	WP_109838092_1	26.8	355	203	14	31	357	3	328	3.84e-13	81.6	360	328	WP_109838092_1 type I-F CRISPR-associated protein Csy3 [Leucothrix pacifica] >PWQ96476.1 type I-F CRISPR-associated protein Csy3 [Leucothrix pacifica]	1247513	Leucothrix pacifica	Proteobacteria	0	Bacteria
scaffold_3343_c1	scaffold_3343_c1_6	WP_082605373_1	32.0	125	84	1	1	125	1	124	4.17e-14	77.4	127	252	WP_082605373_1 DUF1828 domain-containing protein [Curvibacter sp. PAE-UM]	1714344	Curvibacter sp. PAE-UM	Proteobacteria	0	Bacteria
scaffold_3353_c1	scaffold_3353_c1_2	CAB4130537_1	44.2	378	131	13	20	331	3	366	4.91e-82	265	351	378	CAB4130537_1 D12 class N6 adenine-specific DNA methyltransferase [uncultured Caudovirales phage]	2100421	uncultured Caudovirales phage	Uroviricota	Heunggongvirae	Viruses
scaffold_3353_c1	scaffold_3353_c1_3	MCC7078882_1	37.5	128	70	3	38	165	50	167	5.92e-18	88.2	183	191	MCC7078882_1 hypothetical protein [Acidimicrobiia bacterium]	2080302	Acidimicrobiia bacterium	Actinobacteria	0	Bacteria
scaffold_3353_c1	scaffold_3353_c1_4	MBQ0976001_1	40.2	483	253	13	335	788	59	534	2.18e-74	263	794	539	MBQ0976001_1 amidoligase family protein [Streptomyces sp. RK31]	2824892	Streptomyces sp. RK31	Actinobacteria	0	Bacteria
scaffold_3353_c1	scaffold_3353_c1_5	WP_086572958_1	48.1	135	60	5	9	136	7	138	1.29e-23	100	148	140	WP_086572958_1 MULTISPECIES: gamma-glutamylcyclotransferase [Streptomyces] >MBO0653946.1 gamma-glutamylcyclotransferase [Streptomyces triculaminicus] >QSY48701.1 gamma-glutamylcyclotransferase [Streptomyces griseocarneus]	1883	Streptomyces	Actinobacteria	0	Bacteria
scaffold_3353_c1	scaffold_3353_c1_6	QCX82190_1	38.6	158	75	5	1	142	1	152	4.13e-21	97.8	148	312	QCX82190_1 Glutamine--fructose-6-phosphate aminotransferase [isomerizing] [Streptomyces sp. YIM 121038]	2136401	Streptomyces sp. YIM 121038	Actinobacteria	0	Bacteria
scaffold_3416_c1	scaffold_3416_c1_1	WP_072791192_1	94.9	316	16	0	1	316	1	316	3.62e-213	620	316	1027	WP_072791192_1 type I restriction endonuclease subunit R [Ferrithrix thermotolerans] >SHE79314.1 type I restriction enzyme, R subunit [Ferrithrix thermotolerans DSM 19514]	209649	Ferrithrix thermotolerans	Actinobacteria	0	Bacteria
scaffold_3416_c1	scaffold_3416_c1_2	NNN15938_1	79.0	309	61	1	1	309	1	305	1.36e-165	473	312	314	NNN15938_1 GIY-YIG nuclease family protein [Acidimicrobiaceae bacterium]	2024894	Acidimicrobiaceae bacterium	Actinobacteria	0	Bacteria
scaffold_3416_c1	scaffold_3416_c1_3	WP_178995273_1	63.6	404	146	1	4	406	22	425	2.50e-168	488	408	427	WP_178995273_1 restriction endonuclease subunit S [Paenarthrobacter nitroguajacolicus]	211146	Paenarthrobacter nitroguajacolicus	Actinobacteria	0	Bacteria
scaffold_3416_c1	scaffold_3416_c1_4	WP_253846769_1	77.9	809	179	0	9	817	1	809	0.0	1258	819	810	WP_253846769_1 type I restriction-modification system subunit M [Actinosynnema pretiosum]	42197	Actinosynnema pretiosum	Actinobacteria	0	Bacteria
scaffold_3623_c1	scaffold_3623_c1_3	MCL4413177_1	72.2	334	92	1	1	333	1	334	7.10e-179	508	335	335	MCL4413177_1 hypothetical protein [Actinobacteria bacterium]	2900548	Actinobacteria bacterium	Actinobacteria	0	Bacteria
scaffold_3623_c1	scaffold_3623_c1_4	MCL4413178_1	72.4	170	47	0	136	305	1	170	7.15e-80	250	306	170	MCL4413178_1 hypothetical protein [Actinobacteria bacterium]	2900548	Actinobacteria bacterium	Actinobacteria	0	Bacteria
scaffold_3623_c1	scaffold_3623_c1_5	MCL5076614_1	75.2	282	70	0	8	289	2	283	2.44e-157	450	294	287	MCL5076614_1 site-specific DNA-methyltransferase [Actinobacteria bacterium]	2900548	Actinobacteria bacterium	Actinobacteria	0	Bacteria
scaffold_3623_c1	scaffold_3623_c1_7	MCL4423101_1	61.5	218	80	2	32	248	108	322	1.62e-80	256	281	322	MCL4423101_1 site-specific integrase [Actinobacteria bacterium]	2900548	Actinobacteria bacterium	Actinobacteria	0	Bacteria
scaffold_3717_c1	scaffold_3717_c1_1	WP_175349408_1	80.6	31	6	0	2	32	563	593	1.45e-06	53.5	40	630	WP_175349408_1 AAA family ATPase [Cellulomonas humilata] >NUU19550.1 AAA family ATPase [Cellulomonas humilata]	144055	Cellulomonas humilata	Actinobacteria	0	Bacteria
scaffold_3717_c1	scaffold_3717_c1_2	MCK6401239_1	32.4	343	189	10	33	358	19	335	7.10e-43	162	367	335	MCK6401239_1 hypothetical protein [Sphaerotilus natans subsp. sulfidivorans]	639200	Sphaerotilus natans subsp. sulfidivorans	Proteobacteria	0	Bacteria
scaffold_3717_c1	scaffold_3717_c1_6	NNN09329_1	48.3	271	134	2	26	296	4	268	2.37e-78	254	302	418	NNN09329_1 hypothetical protein [Acidimicrobiaceae bacterium]	2024894	Acidimicrobiaceae bacterium	Actinobacteria	0	Bacteria
scaffold_3748_c1	scaffold_3748_c1_1	WP_215860523_1	95.2	125	6	0	1	125	412	536	2.91e-72	235	127	537	WP_215860523_1 type I restriction-modification system subunit M [Acidithiobacillus ferriphilus] >MBU2848640.1 type I restriction-modification system subunit M [Acidithiobacillus ferriphilus]	1689834	Acidithiobacillus ferriphilus	Proteobacteria	0	Bacteria
scaffold_3748_c1	scaffold_3748_c1_2	WP_031572872_1	95.2	146	7	0	1	146	1	146	1.55e-105	307	147	146	WP_031572872_1 MULTISPECIES: ribonuclease HI [Acidithiobacillus] >MBU2761414.1 ribonuclease HI [Acidithiobacillus sp. RW2] >MBU2832120.1 ribonuclease HI [Acidithiobacillus ferriphilus] >MBU2749563.1 ribonuclease HI [Acidithiobacillus thiooxidans] >MBU2818235.1 ribonuclease HI [Acidithiobacillus ferrooxidans] >MBU2837533.1 ribonuclease HI [Acidithiobacillus thiooxidans]	119977	Acidithiobacillus	Proteobacteria	0	Bacteria
scaffold_3748_c1	scaffold_3748_c1_3	WP_215862082_1	79.6	314	62	1	1	312	16	329	1.95e-185	524	313	329	WP_215862082_1 hypothetical protein [Acidithiobacillus ferriphilus] >MBU2854852.1 hypothetical protein [Acidithiobacillus ferriphilus]	1689834	Acidithiobacillus ferriphilus	Proteobacteria	0	Bacteria
scaffold_3748_c1	scaffold_3748_c1_4	KAA3651343_1	87.6	331	41	0	1	331	1	331	1.33e-209	586	332	331	KAA3651343_1 ParA family protein [Proteobacteria bacterium]	1977087	Proteobacteria bacterium	Proteobacteria	0	Bacteria
scaffold_3748_c1	scaffold_3748_c1_5	MBU1235800_1	82.4	289	51	0	1	289	1	289	2.49e-177	501	290	289	MBU1235800_1 SIR2 family protein [Gammaproteobacteria bacterium] >MBU1415873.1 SIR2 family protein [Gammaproteobacteria bacterium]	1913989	Gammaproteobacteria bacterium	Proteobacteria	0	Bacteria
scaffold_3748_c1	scaffold_3748_c1_6	WP_065413427_1	86.3	204	28	0	1	204	155	358	4.12e-123	362	205	358	WP_065413427_1 site-specific integrase [Acidithiobacillus ferrivorans] >OCB02621.1 integrase [Acidithiobacillus ferrivorans]	160808	Acidithiobacillus ferrivorans	Proteobacteria	0	Bacteria
scaffold_3772_c1	scaffold_3772_c1_1	MCL4413938_1	51.8	222	107	0	1	222	201	422	1.17e-75	245	231	422	MCL4413938_1 glycosyltransferase family 2 protein [Actinobacteria bacterium]	2900548	Actinobacteria bacterium	Actinobacteria	0	Bacteria
scaffold_3772_c1	scaffold_3772_c1_3	MCL4448681_1	27.4	380	242	11	18	366	50	426	1.28e-13	84.3	382	437	MCL4448681_1 hypothetical protein [Actinobacteria bacterium] >MCL6105338.1 hypothetical protein [Actinobacteria bacterium]	2900548	Actinobacteria bacterium	Actinobacteria	0	Bacteria
scaffold_3772_c1	scaffold_3772_c1_4	MBV8988662_1	42.1	290	162	4	16	301	9	296	4.64e-53	200	483	653	MBV8988662_1 glycosyltransferase [Solirubrobacterales bacterium]	1909295	Solirubrobacterales bacterium	Actinobacteria	0	Bacteria
scaffold_3772_c1	scaffold_3772_c1_5	WP_185048038_1	70.1	328	96	1	13	338	1	328	5.45e-157	453	340	328	WP_185048038_1 ATP-binding cassette domain-containing protein [Thermocatellispora tengchongensis] >MBB5131192.1 ABC-2 type transport system ATP-binding protein [Thermocatellispora tengchongensis]	1073253	Thermocatellispora tengchongensis	Actinobacteria	0	Bacteria
scaffold_3772_c1	scaffold_3772_c1_6	MBI3688748_1	62.3	61	22	1	30	89	16	76	8.70e-11	67.4	89	287	MBI3688748_1 ABC transporter permease [Actinomycetia bacterium]	1883427	Actinomycetia bacterium	Actinobacteria	0	Bacteria
scaffold_2635_c1	scaffold_2635_c1_1	WP_028058380_1	47.9	489	221	9	1	488	33	488	1.12e-138	425	489	684	WP_028058380_1 hypothetical protein [Solirubrobacter sp. URHD0082]	1298857	Solirubrobacter sp. URHD0082	Actinobacteria	0	Bacteria
scaffold_2635_c1	scaffold_2635_c1_2	WP_028058381_1	30.7	137	77	3	2	138	4	122	1.36e-11	68.9	145	133	WP_028058381_1 hypothetical protein [Solirubrobacter sp. URHD0082]	1298857	Solirubrobacter sp. URHD0082	Actinobacteria	0	Bacteria
scaffold_2635_c1	scaffold_2635_c1_5	WP_165821718_1	46.8	79	42	0	30	108	4	82	2.43e-15	78.6	169	104	WP_165821718_1 hypothetical protein [Mycobacterium colombiense]	339268	Mycobacterium colombiense	Actinobacteria	0	Bacteria
scaffold_2635_c1	scaffold_2635_c1_6	WP_246424416_1	44.2	77	36	2	1	76	315	385	1.03e-06	55.8	77	385	WP_246424416_1 transposase [Streptosporangium sandarakinum]	1260955	Streptosporangium sandarakinum	Actinobacteria	0	Bacteria
scaffold_2635_c1	scaffold_2635_c1_7	WP_134447702_1	45.5	112	60	1	9	120	8	118	6.89e-19	86.7	125	122	WP_134447702_1 MULTISPECIES: hypothetical protein [unclassified Cryobacterium] >TFB96512.1 hypothetical protein E3O39_10595 [Cryobacterium sp. MDB2-A-1] >TFC12797.1 hypothetical protein E3O35_07760 [Cryobacterium sp. MDB2-A-2]	2649013	unclassified Cryobacterium	Actinobacteria	0	Bacteria
scaffold_3917_c1	scaffold_3917_c1_1	EHR2288760_1	97.1	308	9	0	1	308	6	313	6.58e-227	628	309	313	EHR2288760_1 DNA adenine methylase [Escherichia coli] >MGS27699.1 DNA adenine methylase [Escherichia coli]	562	Escherichia coli	Proteobacteria	0	Bacteria
scaffold_3917_c1	scaffold_3917_c1_2	WP_113935231_1	96.8	373	12	0	1	373	1	373	3.14e-252	697	374	373	WP_113935231_1 MULTISPECIES: restriction endonuclease, SacI family [Proteobacteria] >MBX6220185.1 restriction endonuclease, SacI family [Pseudomonas aeruginosa] >RIK94467.1 DNA methyltransferase [Proteobacteria bacterium] >HCB1903459.1 restriction endonuclease, SacI family [Citrobacter amalonaticus] >MBM3064293.1 restriction endonuclease, SacI family [Citrobacter braakii] >MBM3069345.1 restriction endonuclease, SacI family [Citrobacter braakii]	1224	Proteobacteria	Proteobacteria	0	Bacteria
scaffold_3917_c1	scaffold_3917_c1_3	RYD85561_1	75.8	363	78	1	4	366	1	353	1.48e-202	570	367	353	RYD85561_1 ParA family protein [Verrucomicrobiaceae bacterium]	2026800	Verrucomicrobiaceae bacterium	Verrucomicrobia	0	Bacteria
scaffold_3917_c1	scaffold_3917_c1_4	MBP6965624_1	82.2	388	69	0	1	388	1	388	6.89e-243	675	389	388	MBP6965624_1 DUF262 domain-containing protein [Armatimonadetes bacterium]	2033014	Armatimonadetes bacterium	Armatimonadetes	0	Bacteria
scaffold_3917_c1	scaffold_3917_c1_5	NBX37289_1	79.7	59	12	0	1	59	348	406	6.21e-23	100	60	408	NBX37289_1 DNA methyltransferase [Planctomycetes bacterium]	2026780	Planctomycetes bacterium	Planctomycetes	0	Bacteria
scaffold_3943_c1	scaffold_3943_c1_1	WP_042427321_1	96.1	560	22	0	1	560	1	560	0.0	1040	560	1041	WP_042427321_1 DUF499 domain-containing protein [Comamonas granuli]	290309	Comamonas granuli	Proteobacteria	0	Bacteria
scaffold_3943_c1	scaffold_3943_c1_2	WP_009518700_1	95.4	65	3	0	1	65	1	65	2.14e-36	126	66	65	WP_009518700_1 MULTISPECIES: hypothetical protein [Hydrogenophaga] >AOS78277.1 hypothetical protein Q5W_04485 [Hydrogenophaga sp. PBC] >TMU76474.1 hypothetical protein FGJ01_07150 [Hydrogenophaga intermedia] >CDN87032.1 hypothetical protein BN948_01451 [Hydrogenophaga intermedia]	47420	Hydrogenophaga	Proteobacteria	0	Bacteria
scaffold_3943_c1	scaffold_3943_c1_3	WP_225781176_1	83.7	104	17	0	1	104	270	373	2.02e-49	179	119	835	WP_225781176_1 AAA family ATPase [Xenophilus sp. Marseille-Q4582]	2866600	Xenophilus sp. Marseille-Q4582	Proteobacteria	0	Bacteria
scaffold_3943_c1	scaffold_3943_c1_4	WP_206386044_1	79.9	313	50	1	1	300	1	313	1.31e-184	521	301	327	WP_206386044_1 metallophosphoesterase [Acidithiobacillus sp. MC6.1] >MBN6741481.1 metallophosphoesterase [Acidithiobacillus sp. MC6.1]	2801580	Acidithiobacillus sp. MC6.1	Proteobacteria	0	Bacteria
scaffold_3943_c1	scaffold_3943_c1_5	WP_215888666_1	91.8	267	22	0	1	267	1	267	1.01e-181	510	268	267	WP_215888666_1 metallophosphoesterase [Acidithiobacillus ferriphilus] >MBU2844870.1 metallophosphoesterase [Acidithiobacillus ferriphilus]	1689834	Acidithiobacillus ferriphilus	Proteobacteria	0	Bacteria
scaffold_3943_c1	scaffold_3943_c1_6	WP_215876045_1	52.0	127	61	0	1	127	133	259	2.97e-47	163	128	259	WP_215876045_1 hypothetical protein [Acidithiobacillus ferrooxidans] >MBU2813588.1 hypothetical protein [Acidithiobacillus ferrooxidans]	920	Acidithiobacillus ferrooxidans	Proteobacteria	0	Bacteria
scaffold_3943_c1	scaffold_3943_c1_7	WP_150408548_1	93.8	48	3	0	1	48	31	78	1.14e-22	91.7	49	78	WP_150408548_1 transposase, partial [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_4010_c1	scaffold_4010_c1_1	WP_215855537_1	46.4	946	439	18	81	1016	11	898	5.58e-208	630	1017	898	WP_215855537_1 autotransporter outer membrane beta-barrel domain-containing protein [Acidithiobacillus ferrooxidans] >MBU2862021.1 autotransporter outer membrane beta-barrel domain-containing protein [Acidithiobacillus ferrooxidans]	920	Acidithiobacillus ferrooxidans	Proteobacteria	0	Bacteria
scaffold_4018_c1	scaffold_4018_c1_1	WP_004873077_1	100	26	0	0	1	26	172	197	1.26e-11	65.5	27	197	WP_004873077_1 hypothetical protein [Acidithiobacillus caldus] >AEK57939.1 conserved hypothetical protein [Acidithiobacillus caldus SM-1] >AIA55792.1 hypothetical protein Acaty_c1933 [Acidithiobacillus caldus ATCC 51756] >AUW32607.1 hypothetical protein A5904_06230 [Acidithiobacillus caldus] >MBU2728804.1 hypothetical protein [Acidithiobacillus caldus] >MBU2736406.1 hypothetical protein [Acidithiobacillus caldus ATCC 51756]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_4018_c1	scaffold_4018_c1_2	WP_206744069_1	100	129	0	0	1	129	1	129	1.44e-94	283	241	129	WP_206744069_1 hypothetical protein, partial [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_4018_c1	scaffold_4018_c1_3	WP_004873078_1	100	291	0	0	1	291	1	291	1.03e-202	565	292	291	WP_004873078_1 phage recombination protein Bet [Acidithiobacillus caldus] >AIA55793.1 hypothetical protein Acaty_c1934 [Acidithiobacillus caldus ATCC 51756] >MBU2728805.1 phage recombination protein Bet [Acidithiobacillus caldus] >MBU2736407.1 phage recombination protein Bet [Acidithiobacillus caldus ATCC 51756] >MBU2743984.1 phage recombination protein Bet [Acidithiobacillus caldus] >MBU2778971.1 phage recombination protein Bet [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_4018_c1	scaffold_4018_c1_4	WP_215865216_1	98.0	505	10	0	1	505	1	505	0.0	965	506	505	WP_215865216_1 YqaJ viral recombinase family protein [Acidithiobacillus caldus] >MBU2782034.1 Heme peroxidase [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_4018_c1	scaffold_4018_c1_5	WP_038472177_1	97.0	67	2	0	1	67	1	67	1.19e-45	150	68	67	WP_038472177_1 DUF1289 domain-containing protein [Acidithiobacillus caldus] >AUW32610.1 DUF1289 domain-containing protein [Acidithiobacillus caldus] >MBU2763705.1 DUF1289 domain-containing protein [Acidithiobacillus caldus] >MBU2771880.1 DUF1289 domain-containing protein [Acidithiobacillus caldus] >OFC37245.1 hypothetical protein BAE27_04340 [Acidithiobacillus caldus] >OFC40019.1 hypothetical protein BAE28_01750 [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_4018_c1	scaffold_4018_c1_7	WP_004873090_1	100	341	0	0	1	341	1	341	1.50e-252	695	342	341	WP_004873090_1 site-specific integrase [Acidithiobacillus caldus] >AIA55796.1 Phage integrase [Acidithiobacillus caldus ATCC 51756] >OFC37246.1 integrase [Acidithiobacillus caldus] >OFC40020.1 integrase [Acidithiobacillus caldus] >OFC41550.1 integrase [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_4023_c1	scaffold_4023_c1_1	WP_069953025_1	85.4	137	20	0	1	137	55	191	3.68e-72	226	177	194	WP_069953025_1 recombinase family protein [Arthrobacter sp. U41] >AOT05935.1 DNA resolvase [Arthrobacter sp. U41]	1849032	Arthrobacter sp. U41	Actinobacteria	0	Bacteria
scaffold_4023_c1	scaffold_4023_c1_2	WP_248105756_1	50.5	99	44	1	1	99	1	94	1.47e-24	99.4	103	95	WP_248105756_1 hypothetical protein [Aciditerrimonas ferrireducens] >MCK4176558.1 hypothetical protein [Aciditerrimonas ferrireducens]	667306	Aciditerrimonas ferrireducens	Actinobacteria	0	Bacteria
scaffold_4023_c1	scaffold_4023_c1_3	MBI5659844_1	81.4	388	72	0	1	388	1	388	7.33e-238	662	389	388	MBI5659844_1 DUF262 domain-containing protein [Nitrosomonadales bacterium]	2026761	Nitrosomonadales bacterium	Proteobacteria	0	Bacteria
scaffold_4023_c1	scaffold_4023_c1_4	ADJ26452_1	74.4	375	92	1	1	371	33	407	1.23e-207	586	374	409	ADJ26452_1 Site-specific DNA-methyltransferase (adenine-specific) [Dehalogenimonas lykanthroporepellens BL-DC-9]	552811	Dehalogenimonas lykanthroporepellens BL-DC-9	Chloroflexi	0	Bacteria
scaffold_4379_c1	scaffold_4379_c1_1	TIR87176_1	53.6	84	36	2	10	93	3	83	4.06e-20	87.8	93	99	TIR87176_1 DUF2184 domain-containing protein, partial [Mesorhizobium sp.]	1871066	Mesorhizobium sp.	Proteobacteria	0	Bacteria
scaffold_4379_c1	scaffold_4379_c1_2	WP_217906561_1	52.6	230	104	3	1	229	1	226	2.21e-59	197	233	230	WP_217906561_1 hypothetical protein [Bordetella genomosp. 11] >OZI59938.1 hypothetical protein CAL28_10655 [Bordetella genomosp. 11]	1416808	Bordetella genomosp. 11	Proteobacteria	0	Bacteria
scaffold_4379_c1	scaffold_4379_c1_3	WP_160356984_1	44.0	464	215	10	6	451	9	445	3.99e-95	305	473	462	WP_160356984_1 DUF2213 domain-containing protein [Bordetella sp. 02P26C-1] >MVW80185.1 DUF2213 domain-containing protein [Bordetella sp. 02P26C-1]	2683195	Bordetella sp. 02P26C-1	Proteobacteria	0	Bacteria
scaffold_4379_c1	scaffold_4379_c1_4	WP_215859220_1	45.6	125	64	1	21	145	13	133	3.54e-28	111	149	136	WP_215859220_1 hypothetical protein [Acidithiobacillus thiooxidans] >MBU2843912.1 hypothetical protein [Acidithiobacillus thiooxidans]	930	Acidithiobacillus thiooxidans	Proteobacteria	0	Bacteria
scaffold_4379_c1	scaffold_4379_c1_5	WP_230584586_1	58.6	263	109	0	7	269	4	266	9.55e-104	313	270	267	WP_230584586_1 minor capsid protein [Bordetella hinzii]	103855	Bordetella hinzii	Proteobacteria	0	Bacteria
scaffold_4379_c1	scaffold_4379_c1_6	WP_017133268_1	64.3	277	99	0	1	277	211	487	6.25e-120	363	292	501	WP_017133268_1 DUF1073 domain-containing protein [Pseudomonas agarici] >NWC11926.1 DUF1073 domain-containing protein [Pseudomonas agarici] >SEL85468.1 hypothetical protein SAMN05216604_14013 [Pseudomonas agarici]	46677	Pseudomonas agarici	Proteobacteria	0	Bacteria
scaffold_4490_c1	scaffold_4490_c1_2	KAB2965326_1	33.0	324	192	9	180	483	310	628	2.06e-27	129	483	1152	KAB2965326_1 DNA polymerase III subunit alpha [Thermoanaerobaculia bacterium]	2651171	Thermoanaerobaculia bacterium	Acidobacteria	0	Bacteria
scaffold_4545_c1	scaffold_4545_c1_1	HIJ46347_1	68.8	128	40	0	1	128	67	194	1.27e-60	196	146	209	HIJ46347_1 site-specific DNA-methyltransferase [Rhodospirillaceae bacterium]	1898112	Rhodospirillaceae bacterium	Proteobacteria	0	Bacteria
scaffold_4545_c1	scaffold_4545_c1_2	WP_225021692_1	43.1	116	52	4	17	132	8	109	1.00e-19	92.4	211	146	WP_225021692_1 DUF2493 domain-containing protein [Streptomyces sp. 8L] >MCA1223447.1 DUF2493 domain-containing protein [Streptomyces sp. 8L]	2877242	Streptomyces sp. 8L	Actinobacteria	0	Bacteria
scaffold_4545_c1	scaffold_4545_c1_3	WP_108187174_1	40.0	125	71	3	11	132	12	135	7.33e-17	88.2	176	371	WP_108187174_1 hypothetical protein [Vibrio splendidus] >PTP39378.1 hypothetical protein CWO07_02085 [Vibrio splendidus]	29497	Vibrio splendidus	Proteobacteria	0	Bacteria
scaffold_4545_c1	scaffold_4545_c1_5	NBC46907_1	30.9	356	199	13	33	381	10	325	1.96e-34	140	391	325	NBC46907_1 hypothetical protein [Gammaproteobacteria bacterium]	1913989	Gammaproteobacteria bacterium	Proteobacteria	0	Bacteria
scaffold_4545_c1	scaffold_4545_c1_6	MBF86325_1	32.5	160	82	7	27	165	16	170	1.87e-06	59.7	197	746	MBF86325_1 hypothetical protein [Acidobacteria bacterium]	1978231	Acidobacteria bacterium	Acidobacteria	0	Bacteria
scaffold_4638_c1	scaffold_4638_c1_1	MCL5979781_1	69.5	82	24	1	1	81	1	82	1.68e-29	113	95	161	MCL5979781_1 hypothetical protein [Gammaproteobacteria bacterium]	1913989	Gammaproteobacteria bacterium	Proteobacteria	0	Bacteria
scaffold_4638_c1	scaffold_4638_c1_2	WP_215870589_1	68.6	493	149	4	8	499	279	766	6.41e-235	678	547	825	WP_215870589_1 DUF3987 domain-containing protein [Acidithiobacillus caldus] >MBU2764385.1 DUF3987 domain-containing protein [Acidithiobacillus caldus] >MBU2769823.1 DUF3987 domain-containing protein [Acidithiobacillus caldus]	33059	Acidithiobacillus caldus	Proteobacteria	0	Bacteria
scaffold_4638_c1	scaffold_4638_c1_3	WP_215876579_1	72.4	163	45	0	1	163	1	163	7.81e-81	246	166	165	WP_215876579_1 MULTISPECIES: hypothetical protein [Acidithiobacillus]	119977	Acidithiobacillus	Proteobacteria	0	Bacteria
scaffold_4638_c1	scaffold_4638_c1_4	WP_215857901_1	80.5	87	17	0	1	87	1	87	3.21e-41	140	88	87	WP_215857901_1 helix-turn-helix domain-containing protein [Acidithiobacillus ferridurans] >MBU2734072.1 helix-turn-helix domain-containing protein [Acidithiobacillus ferridurans]	1232575	Acidithiobacillus ferridurans	Proteobacteria	0	Bacteria
scaffold_4638_c1	scaffold_4638_c1_5	MCE5359798_1	60.6	99	30	2	140	232	237	332	5.36e-24	108	236	334	MCE5359798_1 hypothetical protein [Acidithiobacillus sp.]	1872118	Acidithiobacillus sp.	Proteobacteria	0	Bacteria
scaffold_4638_c1	scaffold_4638_c1_6	WP_064217996_1	91.9	234	19	0	1	234	165	398	6.74e-150	434	239	408	WP_064217996_1 site-specific integrase [Acidithiobacillus ferrooxidans] >OAP93121.1 hypothetical protein A4H96_01755 [Acidithiobacillus ferrooxidans]	920	Acidithiobacillus ferrooxidans	Proteobacteria	0	Bacteria
scaffold_4741_c1	scaffold_4741_c1_1	XP_005535528_1	92.1	881	68	2	1	880	1	880	0.0	1536	931	918	XP_005535528_1 similar to trefoil factor [Cyanidioschyzon merolae strain 10D] >BAM79242.1 similar to trefoil factor [Cyanidioschyzon merolae strain 10D]	280699	Cyanidioschyzon merolae strain 10D	Rhodophyta	0	Eukaryota
scaffold_4776_c1	scaffold_4776_c1_1	WP_156790719_1	70.4	582	172	0	53	634	3	584	8.80e-302	846	718	584	WP_156790719_1 hypothetical protein, partial [Rhodobacter sp. SW2]	371731	Rhodobacter sp. SW2	Proteobacteria	0	Bacteria
scaffold_4776_c1	scaffold_4776_c1_2	WP_008033080_1	75.6	287	70	0	8	294	8	294	2.65e-163	466	295	294	WP_008033080_1 DNA adenine methylase [Rhodobacter sp. SW2] >EEW23762.1 DNA adenine methylase [Rhodobacter sp. SW2]	371731	Rhodobacter sp. SW2	Proteobacteria	0	Bacteria
scaffold_4776_c1	scaffold_4776_c1_3	WP_008033078_1	73.7	297	65	3	15	303	15	306	1.92e-154	444	309	310	WP_008033078_1 site-specific DNA-methyltransferase [Rhodobacter sp. SW2] >EEW23761.1 DNA methylase N-4/N-6 domain protein [Rhodobacter sp. SW2]	371731	Rhodobacter sp. SW2	Proteobacteria	0	Bacteria
scaffold_4776_c1	scaffold_4776_c1_4	WP_156790771_1	76.1	46	11	0	27	72	1	46	2.49e-16	75.9	73	46	WP_156790771_1 hypothetical protein [Rhodobacter sp. SW2]	371731	Rhodobacter sp. SW2	Proteobacteria	0	Bacteria
